,precision,recall,f1-score,support
0,0.9434364994663821,0.9444444444444444,0.9439402028830752,936.0
1,0.7248677248677249,0.7210526315789474,0.7229551451187335,190.0
accuracy,0.9067495559502664,0.9067495559502664,0.9067495559502664,0.9067495559502664
macro avg,0.8341521121670534,0.8327485380116959,0.8334476740009044,1126.0
weighted avg,0.9065554451380119,0.9067495559502664,0.9066514275942431,1126.0
