,precision,recall,f1-score,support
0,0.9644396551724138,0.9561965811965812,0.9603004291845494,936.0
1,0.7929292929292929,0.8263157894736842,0.8092783505154639,190.0
accuracy,0.9342806394316163,0.9342806394316163,0.9342806394316163,0.9342806394316163
macro avg,0.8786844740508534,0.8912561853351327,0.8847893898500067,1126.0
weighted avg,0.9354991855221535,0.9342806394316163,0.9348171299419861,1126.0
