,precision,recall,f1-score,support
0,0.9819724284199364,0.9893162393162394,0.9856306546035125,936.0
1,0.9453551912568307,0.9105263157894737,0.9276139410187667,190.0
accuracy,0.9760213143872114,0.9760213143872114,0.9760213143872114,0.9760213143872114
macro avg,0.9636638098383835,0.9499212775528565,0.9566222978111396,1126.0
weighted avg,0.9757936761455225,0.9760213143872114,0.9758409782437419,1126.0
