,precision,recall,f1-score,support
0,0.9625668449197861,0.9615384615384616,0.9620523784072689,936.0
1,0.8115183246073299,0.8157894736842105,0.8136482939632546,190.0
accuracy,0.9369449378330373,0.9369449378330373,0.9369449378330373,0.9369449378330373
macro avg,0.8870425847635579,0.888663967611336,0.8878503361852617,1126.0
weighted avg,0.937079083943439,0.9369449378330373,0.9370108366271955,1126.0
