,precision,recall,f1-score,support
0,0.9861995753715499,0.9925213675213675,0.9893503727369543,936.0
1,0.9619565217391305,0.9315789473684211,0.946524064171123,190.0
accuracy,0.9822380106571936,0.9822380106571936,0.9822380106571936,0.9822380106571936
macro avg,0.9740780485553402,0.9620501574448943,0.9679372184540387,1126.0
weighted avg,0.9821088291991169,0.9822380106571936,0.9821239085917429,1126.0
