,precision,recall,f1-score,support
0,0.9494845360824742,0.9839743589743589,0.9664218258132214,936.0
1,0.9038461538461539,0.7421052631578947,0.815028901734104,190.0
accuracy,0.9431616341030196,0.9431616341030196,0.9431616341030196,0.9431616341030196
macro avg,0.9266653449643141,0.8630398110661268,0.8907253637736627,1126.0
weighted avg,0.9417835657228819,0.9431616341030196,0.9408759505245604,1126.0
