,precision,recall,f1-score,support
0,0.975,0.9583333333333334,0.9665948275862069,936.0
1,0.8106796116504854,0.8789473684210526,0.8434343434343434,190.0
accuracy,0.9449378330373002,0.9449378330373002,0.9449378330373002,0.9449378330373002
macro avg,0.8928398058252427,0.918640350877193,0.9050145855102751,1126.0
weighted avg,0.9472727586266362,0.9449378330373002,0.9458128631200843,1126.0
