,precision,recall,f1-score,support
0,0.9778481012658228,0.9903846153846154,0.9840764331210191,936.0
1,0.949438202247191,0.8894736842105263,0.9184782608695652,190.0
accuracy,0.9733570159857904,0.9733570159857904,0.9733570159857904,0.9733570159857904
macro avg,0.9636431517565069,0.9399291497975708,0.9512773469952922,1126.0
weighted avg,0.9730542461916308,0.9733570159857904,0.973007469774859,1126.0
