,precision,recall,f1-score,support
0,0.9623250807319699,0.9551282051282052,0.9587131367292225,936.0
1,0.7868020304568528,0.8157894736842105,0.8010335917312662,190.0
accuracy,0.9316163410301954,0.9316163410301954,0.9316163410301954,0.9316163410301954
macro avg,0.8745635555944113,0.8854588394062078,0.8798733642302443,1126.0
weighted avg,0.9327075145221366,0.9316163410301954,0.9321064639498161,1126.0
