,precision,recall,f1-score,support
0,0.9354166666666667,0.9594017094017094,0.9472573839662447,936.0
1,0.7710843373493976,0.6736842105263158,0.7191011235955056,190.0
accuracy,0.911190053285968,0.911190053285968,0.911190053285968,0.911190053285968
macro avg,0.8532505020080321,0.8165429599640126,0.8331792537808751,1126.0
weighted avg,0.9076874103875537,0.911190053285968,0.9087585478468482,1126.0
