,precision,recall,f1-score,support
0,0.933678756476684,0.9626068376068376,0.9479221462388217,936.0
1,0.782608695652174,0.6631578947368421,0.717948717948718,190.0
accuracy,0.9120781527531083,0.9120781527531083,0.9120781527531083,0.9120781527531083
macro avg,0.8581437260644289,0.8128823661718398,0.8329354320937699,1126.0
weighted avg,0.9081873607780545,0.9120781527531083,0.9091166832058556,1126.0
