,precision,recall,f1-score,support
0,0.9569327731092437,0.9732905982905983,0.965042372881356,936.0
1,0.8563218390804598,0.7842105263157895,0.8186813186813187,190.0
accuracy,0.9413854351687388,0.9413854351687388,0.9413854351687388,0.9413854351687388
macro avg,0.9066273060948518,0.8787505623031939,0.8918618457813373,1126.0
weighted avg,0.9399557948983477,0.9413854351687388,0.9403455697747777,1126.0
