,precision,recall,f1-score,support
0,0.98,0.9946581196581197,0.9872746553552492,936.0
1,0.9715909090909091,0.9,0.9344262295081968,190.0
accuracy,0.9786856127886323,0.9786856127886323,0.9786856127886323,0.9786856127886323
macro avg,0.9757954545454546,0.9473290598290598,0.960850442431723,1126.0
weighted avg,0.9785810592604554,0.9786856127886323,0.9783570701767945,1126.0
