,precision,recall,f1-score,support
0,0.9504643962848297,0.9839743589743589,0.9669291338582677,936.0
1,0.9044585987261147,0.7473684210526316,0.8184438040345822,190.0
accuracy,0.9440497335701599,0.9440497335701599,0.9440497335701599,0.9440497335701599
macro avg,0.9274614975054722,0.8656713900134952,0.8926864689464249,1126.0
weighted avg,0.9427014286683503,0.9440497335701599,0.9418738828222996,1126.0
